OPTION CODE,LAND USE CODE,DESCRIPTION,,
AB14,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
AB14,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
AB14,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
AB14,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
AB14,LG20,FIELD BEANS - WINTER,,
AB14,LG21,PEAS - WINTER,,
AB14,SA01,SERVICE AREA - UNCROPPED,,
AB14,TG01,TEMPORARY GRASS,,
AB15,ABS01,TEMPORARY GRASS BUFFER STRIP ,,
AB15,ABS02,SOWN MIXED COVER BUFFER STRIP ,,
AB15,ABS03,FALLOW BUFFER STRIP,,
AB15,AC01,BARLEY - SPRING,,
AB15,AC02,BASIL ,,
AB15,AC03,BEET ,,
AB15,AC04,BORAGE ,,
AB15,AC05,BUCKWHEAT ,,
AB15,AC06,CANARY SEED ,,
AB15,AC07,CARROT ,,
AB15,AC08,CELERY ,,
AB15,AC09,CHICORY ,,
AB15,AC10,DAFFODIL ,,
AB15,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
AB15,AC11,DILL ,,
AB15,AC12,EVENING PRIMROSE ,,
AB15,AC13,FENNEL ,,
AB15,AC14,HEMP ,,
AB15,AC15,LETTUCE ,,
AB15,AC16,LINSEED - SPRING,,
AB15,AC17,MAIZE ,,
AB15,AC18,MILLET ,,
AB15,AC19,OATS - SPRING,,
AB15,AC20,ONIONS ,,
AB15,AC200,TEMPORARY ARABLE LAND USE CODE,,
AB15,AC21,OREGANO ,,
AB15,AC22,PARSLEY ,,
AB15,AC23,PARSNIPS ,,
AB15,AC24,RYE - SPRING,,
AB15,AC25,SAGE ,,
AB15,AC26,SPINACH ,,
AB15,AC27,STRAWBERRY ,,
AB15,AC28,SWEET POTATO ,,
AB15,AC29,THYME ,,
AB15,AC30,TRITICALE - SPRING,,
AB15,AC31,TULIP ,,
AB15,AC32,WHEAT - SPRING,,
AB15,AC33,YAM ,,
AB15,AC34,CABBAGE - SPRING,,
AB15,AC35,TURNIP ,,
AB15,AC36,OILSEED - SPRING,,
AB15,AC37,BROWN MUSTARD ,,
AB15,AC38,MUSTARD ,,
AB15,AC39,CRAMBE ,,
AB15,AC40,ROCKET ,,
AB15,AC41,RADISH ,,
AB15,AC42,HORSERADISH ,,
AB15,AC43,TOBACCO ,,
AB15,AC44,POTATO ,,
AB15,AC45,TOMATO ,,
AB15,AC46,AUBERGINE ,,
AB15,AC47,PEPPER ,,
AB15,AC48,CHILLI ,,
AB15,AC49,TREE CHILLI ,,
AB15,AC50,SQUASH ,,
AB15,AC51,JAPANESE PIE SQUASH ,,
AB15,AC52,SIAM PUMPKIN ,,
AB15,AC53,BANANA SQUASH ,,
AB15,AC54,BUTTERNUT SQUASH ,,
AB15,AC55,WATER MELON ,,
AB15,AC56,CUCUMBER ,,
AB15,AC57,MELON ,,
AB15,AC58,MIXED CROP - GROUP 1,,
AB15,AC59,MIXED CROP - GROUP 2,,
AB15,AC60,MIXED CROP - GROUP 3,,
AB15,AC61,MIXED CROP - GROUP 4,,
AB15,AC62,MIXED CROP - GROUP 5,,
AB15,AC63,BARLEY - WINTER,,
AB15,AC64,LINSEED - WINTER,,
AB15,AC65,OATS - WINTER,,
AB15,AC66,WHEAT - WINTER,,
AB15,AC67,OILSEED - WINTER,,
AB15,AC68,RYE - WINTER,,
AB15,AC69,TRITICALE - WINTER,,
AB15,AC70,CABBAGE - WINTER,,
AB15,AC71,CORIANDER,,
AB15,AC72,CORN GROMWELL,,
AB15,AC73,CAMELINA,,
AB15,AC74,PHACELIA,,
AB15,AC75,OCA,,
AB15,AC76,GERMAN CHAMOMILE,,
AB15,AC77,CORN CHAMOMILE,,
AB15,AC78,CORN COCKLE,,
AB15,AC79,CORN FLOWER,,
AB15,AC80,CORN MARIGOLD,,
AB15,AC81,POPPY,,
AB15,AC82,FIELD FOR-GET-ME-NOT,,
AB15,AC83,FOX-GLOVE,,
AB15,AC84,HAY RATTLE,,
AB15,AC85,HEDGE BEDSTRAW,,
AB15,AC86,TEASEL,,
AB15,AC87,QUINOA,,
AB15,AC88,SUNFLOWER,,
AB15,AC89,CRESS,,
AB15,AC90,GLADIOLI,,
AB15,AC91,ECHIUM,,
AB15,AC92,SORGHUM,,
AB15,AC93,STICKY NIGHTSHADE,,
AB15,AC94,SWEET WILLIAMS,,
AB15,AC95,WALLFLOWER,,
AB15,AC96,SAMPHIRE,,
AB15,AC97,ASTER (CHINESE),,
AB15,AC98,LARKSPUR,,
AB15,AC99,NIGELLA,,
AB15,BF11,HALF HEDGE,,
AB15,BF15,BUFFER STRIP,,
AB15,CA01,CATCH CROP,,
AB15,CA02,COVER CROP,,
AB15,CW01,WATERCRESS,,
AB15,FA01,FALLOW,,
AB15,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
AB15,LG01,CHICKPEA,,
AB15,LG02,FENUGREEK,,
AB15,LG03,FIELD BEANS - SPRING,,
AB15,LG04,GREEN BEANS,,
AB15,LG05,LENTILS,,
AB15,LG06,LUPINS,,
AB15,LG07,PEAS - SPRING,,
AB15,LG08,SOYA,,
AB15,LG09,COWPEA,,
AB15,LG10,BIRD'S FOOT TREFOIL,,
AB15,LG11,LUCERNE,,
AB15,LG12,SWEET CLOVER,,
AB15,LG13,SAINFOIN,,
AB15,LG14,CLOVER,,
AB15,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
AB15,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
AB15,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
AB15,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
AB15,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
AB15,LG20,FIELD BEANS - WINTER,,
AB15,LG21,PEAS - WINTER,,
AB15,SA01,SERVICE AREA - UNCROPPED,,
AB15,TG01,TEMPORARY GRASS,,
AB16,ABS01,TEMPORARY GRASS BUFFER STRIP ,,
AB16,ABS02,SOWN MIXED COVER BUFFER STRIP ,,
AB16,ABS03,FALLOW BUFFER STRIP,,
AB16,AC01,BARLEY - SPRING,,
AB16,AC02,BASIL ,,
AB16,AC03,BEET ,,
AB16,AC04,BORAGE ,,
AB16,AC05,BUCKWHEAT ,,
AB16,AC06,CANARY SEED ,,
AB16,AC07,CARROT ,,
AB16,AC08,CELERY ,,
AB16,AC09,CHICORY ,,
AB16,AC10,DAFFODIL ,,
AB16,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
AB16,AC11,DILL ,,
AB16,AC12,EVENING PRIMROSE ,,
AB16,AC13,FENNEL ,,
AB16,AC14,HEMP ,,
AB16,AC15,LETTUCE ,,
AB16,AC16,LINSEED - SPRING,,
AB16,AC17,MAIZE ,,
AB16,AC18,MILLET ,,
AB16,AC19,OATS - SPRING,,
AB16,AC20,ONIONS ,,
AB16,AC200,TEMPORARY ARABLE LAND USE CODE,,
AB16,AC21,OREGANO ,,
AB16,AC22,PARSLEY ,,
AB16,AC23,PARSNIPS ,,
AB16,AC24,RYE - SPRING,,
AB16,AC25,SAGE ,,
AB16,AC26,SPINACH ,,
AB16,AC27,STRAWBERRY ,,
AB16,AC28,SWEET POTATO ,,
AB16,AC29,THYME ,,
AB16,AC30,TRITICALE - SPRING,,
AB16,AC31,TULIP ,,
AB16,AC32,WHEAT - SPRING,,
AB16,AC33,YAM ,,
AB16,AC34,CABBAGE - SPRING,,
AB16,AC35,TURNIP ,,
AB16,AC36,OILSEED - SPRING,,
AB16,AC37,BROWN MUSTARD ,,
AB16,AC38,MUSTARD ,,
AB16,AC39,CRAMBE ,,
AB16,AC40,ROCKET ,,
AB16,AC41,RADISH ,,
AB16,AC42,HORSERADISH ,,
AB16,AC43,TOBACCO ,,
AB16,AC44,POTATO ,,
AB16,AC45,TOMATO ,,
AB16,AC46,AUBERGINE ,,
AB16,AC47,PEPPER ,,
AB16,AC48,CHILLI ,,
AB16,AC49,TREE CHILLI ,,
AB16,AC50,SQUASH ,,
AB16,AC51,JAPANESE PIE SQUASH ,,
AB16,AC52,SIAM PUMPKIN ,,
AB16,AC53,BANANA SQUASH ,,
AB16,AC54,BUTTERNUT SQUASH ,,
AB16,AC55,WATER MELON ,,
AB16,AC56,CUCUMBER ,,
AB16,AC57,MELON ,,
AB16,AC58,MIXED CROP - GROUP 1,,
AB16,AC59,MIXED CROP - GROUP 2,,
AB16,AC60,MIXED CROP - GROUP 3,,
AB16,AC61,MIXED CROP - GROUP 4,,
AB16,AC62,MIXED CROP - GROUP 5,,
AB16,AC63,BARLEY - WINTER,,
AB16,AC64,LINSEED - WINTER,,
AB16,AC65,OATS - WINTER,,
AB16,AC66,WHEAT - WINTER,,
AB16,AC67,OILSEED - WINTER,,
AB16,AC68,RYE - WINTER,,
AB16,AC69,TRITICALE - WINTER,,
AB16,AC70,CABBAGE - WINTER,,
AB16,AC71,CORIANDER,,
AB16,AC72,CORN GROMWELL,,
AB16,AC73,CAMELINA,,
AB16,AC74,PHACELIA,,
AB16,AC75,OCA,,
AB16,AC76,GERMAN CHAMOMILE,,
AB16,AC77,CORN CHAMOMILE,,
AB16,AC78,CORN COCKLE,,
AB16,AC79,CORN FLOWER,,
AB16,AC80,CORN MARIGOLD,,
AB16,AC81,POPPY,,
AB16,AC82,FIELD FOR-GET-ME-NOT,,
AB16,AC83,FOX-GLOVE,,
AB16,AC84,HAY RATTLE,,
AB16,AC85,HEDGE BEDSTRAW,,
AB16,AC86,TEASEL,,
AB16,AC87,QUINOA,,
AB16,AC88,SUNFLOWER,,
AB16,AC89,CRESS,,
AB16,AC90,GLADIOLI,,
AB16,AC91,ECHIUM,,
AB16,AC92,SORGHUM,,
AB16,AC93,STICKY NIGHTSHADE,,
AB16,AC94,SWEET WILLIAMS,,
AB16,AC95,WALLFLOWER,,
AB16,AC96,SAMPHIRE,,
AB16,AC97,ASTER (CHINESE),,
AB16,AC98,LARKSPUR,,
AB16,AC99,NIGELLA,,
AB16,BF11,HALF HEDGE,,
AB16,BF15,BUFFER STRIP,,
AB16,CA01,CATCH CROP,,
AB16,CA02,COVER CROP,,
AB16,CW01,WATERCRESS,,
AB16,FA01,FALLOW,,
AB16,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
AB16,LG01,CHICKPEA,,
AB16,LG02,FENUGREEK,,
AB16,LG03,FIELD BEANS - SPRING,,
AB16,LG04,GREEN BEANS,,
AB16,LG05,LENTILS,,
AB16,LG06,LUPINS,,
AB16,LG07,PEAS - SPRING,,
AB16,LG08,SOYA,,
AB16,LG09,COWPEA,,
AB16,LG10,BIRD'S FOOT TREFOIL,,
AB16,LG11,LUCERNE,,
AB16,LG12,SWEET CLOVER,,
AB16,LG13,SAINFOIN,,
AB16,LG14,CLOVER,,
AB16,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
AB16,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
AB16,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
AB16,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
AB16,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
AB16,LG20,FIELD BEANS - WINTER,,
AB16,LG21,PEAS - WINTER,,
AB16,SA01,SERVICE AREA - UNCROPPED,,
AB16,TC01,PERENNIAL CROPS,,
AB16,TG01,TEMPORARY GRASS,,
AB2,ABS01,TEMPORARY GRASS BUFFER STRIP ,,
AB2,ABS02,SOWN MIXED COVER BUFFER STRIP ,,
AB2,ABS03,FALLOW BUFFER STRIP,,
AB2,AC01,BARLEY - SPRING,,
AB2,AC02,BASIL ,,
AB2,AC03,BEET ,,
AB2,AC04,BORAGE ,,
AB2,AC05,BUCKWHEAT ,,
AB2,AC06,CANARY SEED ,,
AB2,AC07,CARROT ,,
AB2,AC08,CELERY ,,
AB2,AC09,CHICORY ,,
AB2,AC10,DAFFODIL ,,
AB2,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
AB2,AC11,DILL ,,
AB2,AC12,EVENING PRIMROSE ,,
AB2,AC13,FENNEL ,,
AB2,AC14,HEMP ,,
AB2,AC15,LETTUCE ,,
AB2,AC16,LINSEED - SPRING,,
AB2,AC18,MILLET ,,
AB2,AC19,OATS - SPRING,,
AB2,AC20,ONIONS ,,
AB2,AC200,TEMPORARY ARABLE LAND USE CODE,,
AB2,AC21,OREGANO ,,
AB2,AC22,PARSLEY ,,
AB2,AC23,PARSNIPS ,,
AB2,AC24,RYE - SPRING,,
AB2,AC25,SAGE ,,
AB2,AC26,SPINACH ,,
AB2,AC27,STRAWBERRY ,,
AB2,AC28,SWEET POTATO ,,
AB2,AC29,THYME ,,
AB2,AC30,TRITICALE - SPRING,,
AB2,AC31,TULIP ,,
AB2,AC32,WHEAT - SPRING,,
AB2,AC33,YAM ,,
AB2,AC34,CABBAGE - SPRING,,
AB2,AC35,TURNIP ,,
AB2,AC36,OILSEED - SPRING,,
AB2,AC37,BROWN MUSTARD ,,
AB2,AC38,MUSTARD ,,
AB2,AC39,CRAMBE ,,
AB2,AC40,ROCKET ,,
AB2,AC41,RADISH ,,
AB2,AC42,HORSERADISH ,,
AB2,AC43,TOBACCO ,,
AB2,AC44,POTATO ,,
AB2,AC45,TOMATO ,,
AB2,AC46,AUBERGINE ,,
AB2,AC47,PEPPER ,,
AB2,AC48,CHILLI ,,
AB2,AC49,TREE CHILLI ,,
AB2,AC50,SQUASH ,,
AB2,AC51,JAPANESE PIE SQUASH ,,
AB2,AC52,SIAM PUMPKIN ,,
AB2,AC53,BANANA SQUASH ,,
AB2,AC54,BUTTERNUT SQUASH ,,
AB2,AC55,WATER MELON ,,
AB2,AC56,CUCUMBER ,,
AB2,AC57,MELON ,,
AB2,AC58,MIXED CROP - GROUP 1,,
AB2,AC59,MIXED CROP - GROUP 2,,
AB2,AC60,MIXED CROP - GROUP 3,,
AB2,AC61,MIXED CROP - GROUP 4,,
AB2,AC62,MIXED CROP - GROUP 5,,
AB2,AC63,BARLEY - WINTER,,
AB2,AC64,LINSEED - WINTER,,
AB2,AC65,OATS - WINTER,,
AB2,AC66,WHEAT - WINTER,,
AB2,AC67,OILSEED - WINTER,,
AB2,AC68,RYE - WINTER,,
AB2,AC69,TRITICALE - WINTER,,
AB2,AC70,CABBAGE - WINTER,,
AB2,AC71,CORIANDER,,
AB2,AC72,CORN GROMWELL,,
AB2,AC73,CAMELINA,,
AB2,AC74,PHACELIA,,
AB2,AC75,OCA,,
AB2,AC76,GERMAN CHAMOMILE,,
AB2,AC77,CORN CHAMOMILE,,
AB2,AC78,CORN COCKLE,,
AB2,AC79,CORN FLOWER,,
AB2,AC80,CORN MARIGOLD,,
AB2,AC81,POPPY,,
AB2,AC82,FIELD FOR-GET-ME-NOT,,
AB2,AC83,FOX-GLOVE,,
AB2,AC84,HAY RATTLE,,
AB2,AC85,HEDGE BEDSTRAW,,
AB2,AC86,TEASEL,,
AB2,AC87,QUINOA,,
AB2,AC88,SUNFLOWER,,
AB2,AC89,CRESS,,
AB2,AC90,GLADIOLI,,
AB2,AC91,ECHIUM,,
AB2,AC92,SORGHUM,,
AB2,AC93,STICKY NIGHTSHADE,,
AB2,AC94,SWEET WILLIAMS,,
AB2,AC95,WALLFLOWER,,
AB2,AC96,SAMPHIRE,,
AB2,AC97,ASTER (CHINESE),,
AB2,AC98,LARKSPUR,,
AB2,AC99,NIGELLA,,
AB2,BF11,HALF HEDGE,,
AB2,BF15,BUFFER STRIP,,
AB2,CA01,CATCH CROP,,
AB2,CA02,COVER CROP,,
AB2,CW01,WATERCRESS,,
AB2,FA01,FALLOW,,
AB2,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
AB2,LG01,CHICKPEA,,
AB2,LG02,FENUGREEK,,
AB2,LG03,FIELD BEANS - SPRING,,
AB2,LG04,GREEN BEANS,,
AB2,LG05,LENTILS,,
AB2,LG06,LUPINS,,
AB2,LG07,PEAS - SPRING,,
AB2,LG08,SOYA,,
AB2,LG09,COWPEA,,
AB2,LG10,BIRD'S FOOT TREFOIL,,
AB2,LG11,LUCERNE,,
AB2,LG12,SWEET CLOVER,,
AB2,LG13,SAINFOIN,,
AB2,LG14,CLOVER,,
AB2,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
AB2,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
AB2,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
AB2,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
AB2,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
AB2,LG20,FIELD BEANS - WINTER,,
AB2,LG21,PEAS - WINTER,,
AB2,SA01,SERVICE AREA - UNCROPPED,,
AB2,TG01,TEMPORARY GRASS,,
AB3,ABS01,TEMPORARY GRASS BUFFER STRIP ,,
AB3,ABS02,SOWN MIXED COVER BUFFER STRIP ,,
AB3,ABS03,FALLOW BUFFER STRIP,,
AB3,AC01,BARLEY - SPRING,,
AB3,AC02,BASIL ,,
AB3,AC03,BEET ,,
AB3,AC04,BORAGE ,,
AB3,AC05,BUCKWHEAT ,,
AB3,AC06,CANARY SEED ,,
AB3,AC07,CARROT ,,
AB3,AC08,CELERY ,,
AB3,AC09,CHICORY ,,
AB3,AC10,DAFFODIL ,,
AB3,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
AB3,AC11,DILL ,,
AB3,AC12,EVENING PRIMROSE ,,
AB3,AC13,FENNEL ,,
AB3,AC14,HEMP ,,
AB3,AC15,LETTUCE ,,
AB3,AC16,LINSEED - SPRING,,
AB3,AC17,MAIZE ,,
AB3,AC18,MILLET ,,
AB3,AC19,OATS - SPRING,,
AB3,AC20,ONIONS ,,
AB3,AC200,TEMPORARY ARABLE LAND USE CODE,,
AB3,AC21,OREGANO ,,
AB3,AC22,PARSLEY ,,
AB3,AC23,PARSNIPS ,,
AB3,AC24,RYE - SPRING,,
AB3,AC25,SAGE ,,
AB3,AC26,SPINACH ,,
AB3,AC27,STRAWBERRY ,,
AB3,AC28,SWEET POTATO ,,
AB3,AC29,THYME ,,
AB3,AC30,TRITICALE - SPRING,,
AB3,AC31,TULIP ,,
AB3,AC32,WHEAT - SPRING,,
AB3,AC33,YAM ,,
AB3,AC34,CABBAGE - SPRING,,
AB3,AC35,TURNIP ,,
AB3,AC36,OILSEED - SPRING,,
AB3,AC37,BROWN MUSTARD ,,
AB3,AC38,MUSTARD ,,
AB3,AC39,CRAMBE ,,
AB3,AC40,ROCKET ,,
AB3,AC41,RADISH ,,
AB3,AC42,HORSERADISH ,,
AB3,AC43,TOBACCO ,,
AB3,AC44,POTATO ,,
AB3,AC45,TOMATO ,,
AB3,AC46,AUBERGINE ,,
AB3,AC47,PEPPER ,,
AB3,AC48,CHILLI ,,
AB3,AC49,TREE CHILLI ,,
AB3,AC50,SQUASH ,,
AB3,AC51,JAPANESE PIE SQUASH ,,
AB3,AC52,SIAM PUMPKIN ,,
AB3,AC53,BANANA SQUASH ,,
AB3,AC54,BUTTERNUT SQUASH ,,
AB3,AC55,WATER MELON ,,
AB3,AC56,CUCUMBER ,,
AB3,AC57,MELON ,,
AB3,AC58,MIXED CROP - GROUP 1,,
AB3,AC59,MIXED CROP - GROUP 2,,
AB3,AC60,MIXED CROP - GROUP 3,,
AB3,AC61,MIXED CROP - GROUP 4,,
AB3,AC62,MIXED CROP - GROUP 5,,
AB3,AC63,BARLEY - WINTER,,
AB3,AC64,LINSEED - WINTER,,
AB3,AC65,OATS - WINTER,,
AB3,AC66,WHEAT - WINTER,,
AB3,AC67,OILSEED - WINTER,,
AB3,AC68,RYE - WINTER,,
AB3,AC69,TRITICALE - WINTER,,
AB3,AC70,CABBAGE - WINTER,,
AB3,AC71,CORIANDER,,
AB3,AC72,CORN GROMWELL,,
AB3,AC73,CAMELINA,,
AB3,AC74,PHACELIA,,
AB3,AC75,OCA,,
AB3,AC76,GERMAN CHAMOMILE,,
AB3,AC77,CORN CHAMOMILE,,
AB3,AC78,CORN COCKLE,,
AB3,AC79,CORN FLOWER,,
AB3,AC80,CORN MARIGOLD,,
AB3,AC81,POPPY,,
AB3,AC82,FIELD FOR-GET-ME-NOT,,
AB3,AC83,FOX-GLOVE,,
AB3,AC84,HAY RATTLE,,
AB3,AC85,HEDGE BEDSTRAW,,
AB3,AC86,TEASEL,,
AB3,AC87,QUINOA,,
AB3,AC88,SUNFLOWER,,
AB3,AC89,CRESS,,
AB3,AC90,GLADIOLI,,
AB3,AC91,ECHIUM,,
AB3,AC92,SORGHUM,,
AB3,AC93,STICKY NIGHTSHADE,,
AB3,AC94,SWEET WILLIAMS,,
AB3,AC95,WALLFLOWER,,
AB3,AC96,SAMPHIRE,,
AB3,AC97,ASTER (CHINESE),,
AB3,AC98,LARKSPUR,,
AB3,AC99,NIGELLA,,
AB3,BF11,HALF HEDGE,,
AB3,BF15,BUFFER STRIP,,
AB3,CA01,CATCH CROP,,
AB3,CA02,COVER CROP,,
AB3,CW01,WATERCRESS,,
AB3,FA01,FALLOW,,
AB3,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
AB3,LG01,CHICKPEA,,
AB3,LG02,FENUGREEK,,
AB3,LG03,FIELD BEANS - SPRING,,
AB3,LG04,GREEN BEANS,,
AB3,LG05,LENTILS,,
AB3,LG06,LUPINS,,
AB3,LG07,PEAS - SPRING,,
AB3,LG08,SOYA,,
AB3,LG09,COWPEA,,
AB3,LG10,BIRD'S FOOT TREFOIL,,
AB3,LG11,LUCERNE,,
AB3,LG12,SWEET CLOVER,,
AB3,LG13,SAINFOIN,,
AB3,LG14,CLOVER,,
AB3,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
AB3,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
AB3,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
AB3,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
AB3,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
AB3,LG20,FIELD BEANS - WINTER,,
AB3,LG21,PEAS - WINTER,,
AB3,SA01,SERVICE AREA - UNCROPPED,,
AB3,TG01,TEMPORARY GRASS,,
AB4,ABS01,TEMPORARY GRASS BUFFER STRIP ,,
AB4,ABS02,SOWN MIXED COVER BUFFER STRIP ,,
AB4,ABS03,FALLOW BUFFER STRIP,,
AB4,AC01,BARLEY - SPRING,,
AB4,AC02,BASIL ,,
AB4,AC03,BEET ,,
AB4,AC04,BORAGE ,,
AB4,AC05,BUCKWHEAT ,,
AB4,AC06,CANARY SEED ,,
AB4,AC07,CARROT ,,
AB4,AC08,CELERY ,,
AB4,AC09,CHICORY ,,
AB4,AC10,DAFFODIL ,,
AB4,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
AB4,AC11,DILL ,,
AB4,AC12,EVENING PRIMROSE ,,
AB4,AC13,FENNEL ,,
AB4,AC14,HEMP ,,
AB4,AC15,LETTUCE ,,
AB4,AC16,LINSEED - SPRING,,
AB4,AC17,MAIZE ,,
AB4,AC18,MILLET ,,
AB4,AC19,OATS - SPRING,,
AB4,AC20,ONIONS ,,
AB4,AC200,TEMPORARY ARABLE LAND USE CODE,,
AB4,AC21,OREGANO ,,
AB4,AC22,PARSLEY ,,
AB4,AC23,PARSNIPS ,,
AB4,AC24,RYE - SPRING,,
AB4,AC25,SAGE ,,
AB4,AC26,SPINACH ,,
AB4,AC27,STRAWBERRY ,,
AB4,AC28,SWEET POTATO ,,
AB4,AC29,THYME ,,
AB4,AC30,TRITICALE - SPRING,,
AB4,AC31,TULIP ,,
AB4,AC32,WHEAT - SPRING,,
AB4,AC33,YAM ,,
AB4,AC34,CABBAGE - SPRING,,
AB4,AC35,TURNIP ,,
AB4,AC36,OILSEED - SPRING,,
AB4,AC37,BROWN MUSTARD ,,
AB4,AC38,MUSTARD ,,
AB4,AC39,CRAMBE ,,
AB4,AC40,ROCKET ,,
AB4,AC41,RADISH ,,
AB4,AC42,HORSERADISH ,,
AB4,AC43,TOBACCO ,,
AB4,AC44,POTATO ,,
AB4,AC45,TOMATO ,,
AB4,AC46,AUBERGINE ,,
AB4,AC47,PEPPER ,,
AB4,AC48,CHILLI ,,
AB4,AC49,TREE CHILLI ,,
AB4,AC50,SQUASH ,,
AB4,AC51,JAPANESE PIE SQUASH ,,
AB4,AC52,SIAM PUMPKIN ,,
AB4,AC53,BANANA SQUASH ,,
AB4,AC54,BUTTERNUT SQUASH ,,
AB4,AC55,WATER MELON ,,
AB4,AC56,CUCUMBER ,,
AB4,AC57,MELON ,,
AB4,AC58,MIXED CROP - GROUP 1,,
AB4,AC59,MIXED CROP - GROUP 2,,
AB4,AC60,MIXED CROP - GROUP 3,,
AB4,AC61,MIXED CROP - GROUP 4,,
AB4,AC62,MIXED CROP - GROUP 5,,
AB4,AC63,BARLEY - WINTER,,
AB4,AC64,LINSEED - WINTER,,
AB4,AC65,OATS - WINTER,,
AB4,AC66,WHEAT - WINTER,,
AB4,AC67,OILSEED - WINTER,,
AB4,AC68,RYE - WINTER,,
AB4,AC69,TRITICALE - WINTER,,
AB4,AC70,CABBAGE - WINTER,,
AB4,AC71,CORIANDER,,
AB4,AC72,CORN GROMWELL,,
AB4,AC73,CAMELINA,,
AB4,AC74,PHACELIA,,
AB4,AC75,OCA,,
AB4,AC76,GERMAN CHAMOMILE,,
AB4,AC77,CORN CHAMOMILE,,
AB4,AC78,CORN COCKLE,,
AB4,AC79,CORN FLOWER,,
AB4,AC80,CORN MARIGOLD,,
AB4,AC81,POPPY,,
AB4,AC82,FIELD FOR-GET-ME-NOT,,
AB4,AC83,FOX-GLOVE,,
AB4,AC84,HAY RATTLE,,
AB4,AC85,HEDGE BEDSTRAW,,
AB4,AC86,TEASEL,,
AB4,AC87,QUINOA,,
AB4,AC88,SUNFLOWER,,
AB4,AC89,CRESS,,
AB4,AC90,GLADIOLI,,
AB4,AC91,ECHIUM,,
AB4,AC92,SORGHUM,,
AB4,AC93,STICKY NIGHTSHADE,,
AB4,AC94,SWEET WILLIAMS,,
AB4,AC95,WALLFLOWER,,
AB4,AC96,SAMPHIRE,,
AB4,AC97,ASTER (CHINESE),,
AB4,AC98,LARKSPUR,,
AB4,AC99,NIGELLA,,
AB4,BF11,HALF HEDGE,,
AB4,BF15,BUFFER STRIP,,
AB4,CA01,CATCH CROP,,
AB4,CA02,COVER CROP,,
AB4,CW01,WATERCRESS,,
AB4,FA01,FALLOW,,
AB4,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
AB4,LG01,CHICKPEA,,
AB4,LG02,FENUGREEK,,
AB4,LG03,FIELD BEANS - SPRING,,
AB4,LG04,GREEN BEANS,,
AB4,LG05,LENTILS,,
AB4,LG06,LUPINS,,
AB4,LG07,PEAS - SPRING,,
AB4,LG08,SOYA,,
AB4,LG09,COWPEA,,
AB4,LG10,BIRD'S FOOT TREFOIL,,
AB4,LG11,LUCERNE,,
AB4,LG12,SWEET CLOVER,,
AB4,LG13,SAINFOIN,,
AB4,LG14,CLOVER,,
AB4,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
AB4,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
AB4,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
AB4,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
AB4,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
AB4,LG20,FIELD BEANS - WINTER,,
AB4,LG21,PEAS - WINTER,,
AB4,NF01,SCATTERED ROCK,,
AB4,NF02,SCATTERED BRACKEN,,
AB4,NF03,SCATTERED SCRUB,,
AB4,NF04,SCATTERED TREES,,
AB4,NF05,SCATTERED WATER FEATURES,,
AB4,NF06,SCATTERED NATURAL FEATURES,,
